product_code,product_description,sector,current_rca,density,pci,opportunity_gain,world_market_size,demand_growth,feasibility_score,transformation_score,relative_category,economic_interpretation,data_warning
1001,Wheat and meslin,Vegetable products,0,0.0744181587497999,-0.199450606022009,79.2158930760737,57201225641,0.0741260583202423,0.742644499362047,0.626813364797404,Incremental extensions,HS section: Vegetable products; nearer to current RCA basket; below-median relative complexity.,none
2716,Electrical energy,Minerals,0.196408039347456,0.0727110177661648,-0.48116297032079,77.4641555895616,66592611984,0.132463330527425,0.72836109665911,0.604086690326657,Incremental extensions,HS section: Minerals; nearer to current RCA basket; below-median relative complexity.,none
1905,"Bread, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion wafers, empty capsules of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products",Foodstuffs,0.365989866522069,0.0714551803329398,-0.201669392464295,76.5428488200414,50214667802,0.0841622138647244,0.721935659692544,0.612085175963432,Incremental extensions,HS section: Foodstuffs; nearer to current RCA basket; below-median relative complexity.,none
1005,Corn (maize),Vegetable products,0.139582136534055,0.0868624156204428,-1.05263062767728,59.5694674808404,51130629027,0.0967544511524372,0.720662386809865,0.525675579422003,Incremental extensions,HS section: Vegetable products; nearer to current RCA basket; below-median relative complexity.,none
2309,Preparations of a kind used in animal feeding,Foodstuffs,0.0824836816586439,0.072160591386009,-0.260725057295568,73.5348959744248,42010498355,0.0813692492830964,0.715954002378386,0.594933773706443,Incremental extensions,HS section: Foodstuffs; nearer to current RCA basket; below-median relative complexity.,none
4401,"Fuel wood, in logs, in billets, in twigs, in faggots or in similar forms; wood in chips or particles; sawdust and wood waste and scrap, whether or not agglomerated in logs, briquettes, pellets or similar forms",Wood and paper,0.00331406104792018,0.0764731169660111,-0.421303207257944,75.9947538632567,12394564149,0.0645252007293744,0.715507822661563,0.579975720638696,Incremental extensions,HS section: Wood and paper; nearer to current RCA basket; below-median relative complexity.,none
0201,"Meat of bovine animals, fresh or chilled",Animal products,0.072399074222999,0.079735126966507,-0.653165850184425,76.8708344544897,27906083519,0.0428909174103529,0.71496579521102,0.564262189230369,Incremental extensions,HS section: Animal products; nearer to current RCA basket; below-median relative complexity.,none
3402,"Organic surface-active agents (other than soap); surface-active preparations, washing preparations (including auxiliary washing preparations) and cleaning preparations, whether or not containing soap, other than those of heading 3401",Chemicals,0.112526921323502,0.0689842125045156,-0.0636322123786592,90.6269524500533,41483034855,0.0496975979290173,0.714707052782836,0.637794124022942,Incremental extensions,HS section: Chemicals; nearer to current RCA basket; below-median relative complexity.,none
2103,Sauces and preparations therefor; mixed condiments and mixed seasonings; mustard flour and meal and prepared mustard,Foodstuffs,0.082922809119088,0.0729404422863643,-0.246848217894683,74.8500549747684,18111303573,0.0828010557077503,0.712084556591971,0.592383589133747,Incremental extensions,HS section: Foodstuffs; nearer to current RCA basket; below-median relative complexity.,none
0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",Animal products,0,0.0759813666396766,-0.42006941418218,67.3200982359655,32556955482,0.0569037712333287,0.707456767871964,0.562777788100636,Incremental extensions,HS section: Animal products; nearer to current RCA basket; below-median relative complexity.,none
